subject,session,pre_ab_ratio,post_ab_ratio,nri,nri_normalized
sub-01,ses-S1,44.09647984262989,32.0723189837735,-12.02416085885639,0.7273215253968609
sub-01,ses-S2,57.45251110960662,33.04951669564941,-24.40299441395721,0.5752492982003568
sub-01,ses-S3,40.881939268691575,34.732871331750246,-6.149067936941329,0.8495896220449004
sub-02,ses-S1,31.033031046250123,22.252665395753233,-8.78036565049689,0.7170638718012733
sub-02,ses-S2,23.77897195102099,36.208095116976125,12.429123165955136,1.522693882290461
sub-02,ses-S3,47.22951267751218,93.97460324436679,46.74509056685461,1.9897432329237599
sub-03,ses-S1,8.560733005563629,21.922343414894026,13.361610409330398,2.560802141667854
sub-03,ses-S2,8.467805501853158,12.820985175550563,4.353179673697404,1.5140859308524177
sub-03,ses-S3,9.938937630114749,6.099167124189111,-3.839770505925638,0.6136638895598637
sub-04,ses-S1,16.209173515037026,29.80396139419897,13.594787879161945,1.8387095040071135
sub-04,ses-S2,31.960625486163245,30.335752412256223,-1.6248730739070218,0.9491601603788862
sub-04,ses-S3,20.177376855403843,26.135240707171924,5.9578638517680815,1.2952744499180262
sub-05,ses-S1,33.97047350611959,47.78755387736447,13.817080371244884,1.4067379387206898
sub-05,ses-S2,38.07389094908611,29.897200914225994,-8.176690034860119,0.7852415439810366
sub-05,ses-S3,30.075856310393895,40.53012264418604,10.454266333792141,1.3475966311948118
sub-06,ses-S1,97.06115605139743,128.48797486125738,31.426818809859952,1.3237836853418303
sub-06,ses-S2,46.60259004394471,31.80179004093299,-14.80080000301172,0.6824039181286908
sub-06,ses-S3,55.9520350514417,65.06045123535486,9.108416183913164,1.1627897211520364
sub-07,ses-S1,31.283473167678537,29.367047119234357,-1.9164260484441797,0.93873998458636
sub-07,ses-S2,28.726064550560956,21.918479092655133,-6.807585457905823,0.7630171217528339
sub-07,ses-S3,25.77064296620741,25.20141388948636,-0.5692290767210508,0.9779117239151747
sub-08,ses-S1,10.935447180495215,26.442577840430566,15.507130659935351,2.4180609538852993
sub-08,ses-S2,16.815267018523684,24.143379866382766,7.328112847859082,1.4358011585416062
sub-08,ses-S3,6.791529131513945,16.49384318953353,9.702314058019583,2.4285905088736293
sub-09,ses-S1,23.436283228772773,30.622312785109045,7.186029556336273,1.306619846081821
sub-09,ses-S2,41.62228234111209,36.2518320560628,-5.370450285049287,0.8709717491934683
sub-09,ses-S3,46.63839956130015,26.492471792317637,-20.14592776898251,0.568039899342959
sub-10,ses-S1,10.835936433366331,13.53563691657373,2.6997004832073976,1.2491432558513726
sub-10,ses-S2,16.647475377709952,18.876986037695993,2.2295106599860404,1.1339248510300386
sub-10,ses-S3,13.301537338025309,15.653152191573984,2.351614853548675,1.1767927115331307
sub-11,ses-S1,2.7881355606854736,2.5746078201055176,-0.21352774057995605,0.9234155815123066
sub-11,ses-S2,3.490047440916236,3.388000036061495,-0.10204740485474106,0.9707604533799831
sub-11,ses-S3,3.1105326878892914,1.8882885062057373,-1.222244181683554,0.6070627431621912
sub-12,ses-S1,17.058274522735815,13.763427389924022,-3.2948471328117925,0.8068475725126645
sub-12,ses-S2,9.608612494891851,13.080530579029356,3.4719180841375046,1.361333968456242
sub-12,ses-S3,9.381889793655374,18.358893196881255,8.977003403225881,1.9568438343090213
sub-13,ses-S1,1.191524828604642,4.783847948207134,3.592323119602492,4.014895731387613
sub-13,ses-S2,4.5954548543547915,3.6288827555099905,-0.966572098844801,0.789667806674491
sub-13,ses-S3,1.745162762130344,3.4307168363604115,1.6855540742300674,1.965843479362629
sub-14,ses-S1,7.534441404789671,6.846215793539134,-0.6882256112505374,0.9086560536773131
sub-14,ses-S2,5.456594867868475,5.698143558276104,0.2415486904076296,1.044267294211268
sub-14,ses-S3,6.565008954677413,8.382987824998448,1.817978870321035,1.2769194806696749
sub-15,ses-S1,37.3693414980478,26.866665807519567,-10.502675690528235,0.718949404257581
sub-15,ses-S2,35.90517422097282,34.42089506105056,-1.4842791599222593,0.9586611347214891
sub-15,ses-S3,13.44155016479209,4.742060360543912,-8.699489804248179,0.3527911812556376
sub-16,ses-S1,4.926011374700547,3.9692509325157195,-0.9567604421848275,0.8057738057409604
sub-16,ses-S2,1.965550318538918,2.437861171245414,0.4723108527064961,1.2402944601578991
sub-16,ses-S3,7.607193207435417,2.106351140846411,-5.500842066589006,0.27688939710215626
sub-17,ses-S1,5.434747286646351,6.412003374527018,0.9772560878806669,1.1798162888423296
sub-17,ses-S2,12.922498219002861,16.06231619638871,3.1398179773858494,1.2429729858866352
sub-17,ses-S3,10.186488559357603,8.437540218153853,-1.74894834120375,0.8283070430980737
sub-25,ses-S1,7.457518038110493,11.084951492547763,3.62743345443727,1.4864129641926218
sub-25,ses-S2,8.389359297074947,10.623846105682748,2.2344868086078016,1.2663477304383521
sub-25,ses-S3,9.093287229271208,6.254167893846606,-2.839119335424602,0.687778548742472
sub-26,ses-S1,21.894480016928824,22.34939488263556,0.454914865706737,1.0207776053761037
sub-26,ses-S2,23.835661600651534,22.037456160501996,-1.7982054401495375,0.9245581905685225
sub-26,ses-S3,24.086014219316205,23.76786281562599,-0.3181514036902158,0.986791031476056
sub-29,ses-S1,54.20535092107099,46.055034527423004,-8.150316393647984,0.8496400031517968
sub-29,ses-S2,74.78676084751301,84.97375019472685,10.186989347213839,1.1362138061840206
sub-29,ses-S3,89.42532137433828,68.5519710836593,-20.873350290678985,0.7665834467253159
